rinok;role_definition;role_table
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01a_01/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01a_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01a_01/2;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01a_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01c_01;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01c_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01c_01/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01c_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01c_01/2;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01c_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01d_01;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01d_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01d_01/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01d_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01d_01/2;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01d_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01e_01;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01e_01
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01e_01/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_001_01e_01
